"Date" "Location...Operator" "Aircraft.Type...Registration" "Fatalities" "year" "date" "casualties_onboard" "souls_onboard" "casualities_ground"
"3622" "16 Jul 1957" "Near Biak, IndonesiaKLM Royal Dutch Airlines" "Lockheed 1049C Super ConstellationPH-LKT" "58/68(0)" 1957 1957-07-16 58 68 0
"3720" "25 Jul 1957" "Daggett, CaliforniaWestern Airlines" "Convair CV-240N8405H" "1/16(0)" 1957 1957-07-25 1 16 0
"3820" "11 Aug 1957" "Near Issoudun, Quebec, CanadaMaritime Central Airways" "Douglas DC-4CF-MCF" "79/79(0)" 1957 1957-08-11 79 79 0
"3919" "15 Aug 1957" "Copenhagen, DenmarkAeroflot" "Ilyushin IL-14PCCCP-L1874" "23/23(0)" 1957 1957-08-15 23 23 0
"4018" "20 Aug 1957" "Assam, IndiaIndamer" "Douglas DC-3VT-ARH" "8/8(0)" 1957 1957-08-20 8 8 0
"4127" "29 Aug 1957" "Near Juticalpa, HondurasSahsa Airlines" "Douglas DC-3XH-SAF" "12/12(0)" 1957 1957-08-29 12 12 0
"4225" "03 Sep 1957" "Niquitao, VenezuelaAvensa" "Douglas DC-3YV-C-AVG" "8/8(0)" 1957 1957-09-03 8 8 0
"4322" "15 Sep 1957" "New Bedford, MassachusettsNortheast Airlines" "Douglas DC-3N33417" "12/24(0)" 1957 1957-09-15 12 24 0
"4419" "18 Sep 1957" "Montevideo,  UruguayREAL" "Convair CV-440-62PP-AQE" "1/35(0)" 1957 1957-09-18 1 35 0
"4518" "27 Sep 1957" "Bhiwandi, Maharashtra, Indiaèkoda (India) Ltd" "Let Aero 45SVT-DHO" "3/3(0)" 1957 1957-09-27 3 3 0
"4616" "28 Sep 1957" "Islay-Glenegedale Airport, ScotlandBritish European Airways" "de Havilland DH-114 HeronG-AOFY" "3/3(0)" 1957 1957-09-28 3 3 0
"4716" "01 Oct 1957" "Akshi, RussiaAeroflot" "Ilyushin IL-12 CCCP-L1389" "27/27(0)" 1957 1957-10-01 27 27 0
"4816" "03 Oct 1957" "Beirut, LebanonLebanese International Airways" "Curtiss C-46A-45-CUOD-ACK" "27/27(0)" 1957 1957-10-03 27 27 0
"4916" "18 Oct 1957" "Porto Alegre, BrazilVarig" "Douglas C-47APP-VCS" "2/2(0)" 1957 1957-10-18 2 2 0
"5016" "23 Oct 1957" "Belfast, IrelandBritish European Airways" "Vickers 802 ViscountG-AOJA" "7/7(0)" 1957 1957-10-23 7 7 0
"5124" "28 Oct 1957" "Madrid, SpainIberia Airlines" "Douglas DC-3EC-ACH" "21/21(0)" 1957 1957-10-28 21 21 0
"5221" "30 Oct 1957" "Near Campeche, MexicoTransportes Aereos Mexicanos" "Fairchild C-82AXA-LIW" "3/3(0)" 1957 1957-10-30 3 3 0
"5318" "03 Nov 1957" "Dusseldorf, West GermanyHerfurtner Company" "Douglas DC-4D-ALAF" "7/10(1)" 1957 1957-11-03 7 10 1
"5415" "04 Nov 1957" "Moscow, RussiaTAROM" "Ilushin Il-14YR-PCC" "4/16(0)" 1957 1957-11-04 4 16 0
"5514" "06 Nov 1957" "Bristol, EnglandBristol Aeroplane Co." "Bristol Britannia 175G-ANCA" "15/15(0)" 1957 1957-11-06 15 15 0
"5614" "08 Nov 1957" "900 miles E of Honolulu, Hawaii, Pacific OceanPan American World Airways" "Boeing - 377-10-29 StratocruiserN90944" "44/44(0)" 1957 1957-11-08 44 44 0
"5712" "15 Nov 1957" "Near Palma de Mallorca, SpainAviaco" "de Havilland DH-114 Heron 2DEC-ANZ" "4/4(0)" 1957 1957-11-15 4 4 0
"5811" "15 Nov 1957" "Chessell Down, EnglandAquilla Airways" "Short Solent 3 (flying boat)G-AKNU" "43/58(0)" 1957 1957-11-15 43 58 0
"5911" "21 Nov 1957" "Christchurch, New ZealandStraits Air Freight Express" "Bristol 170 Freighter 31ZK-AYH" "4/4(0)" 1957 1957-11-21 4 4 0
"6010" "08 Dec 1957" "Bolivar, ArgentinaAerolineas Argentinas" "Douglas DC-4LV-AHZ" "61/61(0)" 1957 1957-12-08 61 61 0
"6120" "10 Dec 1957" "Jeannine Lake, Quebec, CanadaNorthern Wings" "Douglas C-47ACF-GKV" "3/10(0)" 1957 1957-12-10 3 10 0
"6217" "11 Dec 1957" "Ozamis City, PhilippinesPhilippine Air Lines" "de Havilland Canada DHC-3 OtterPI-C55" "2/12(0)" 1957 1957-12-11 2 12 0
"6313" "18 Dec 1957" "Near Birobidzhan, RussiaAeroflot" "Ilyushin IL-12CCCP-L1309" "27/27(0)" 1957 1957-12-18 27 27 0
"6411" "23 Dec 1957" "Off Oahu, HawaiiMilitary - U.S. Navy" "Lockheed WV-2143197" "19/23(0)" 1957 1957-12-23 19 23 0
"6510" "23 Dec 1957" "Stansted, EnglandScottish Airlines" "Avro 685 York C-1G-AMUN" "4/4(0)" 1957 1957-12-23 4 4 0
"6610" "31 Dec 1957" "Buenos Aires, ArgentinaAerolineas Argentinas" "Short SunderlandLV-AAR" "9/50(0)" 1957 1957-12-31 9 50 0
"1150" "16 Jan 1958" "Belem, BrazilCruzeiro" "Fairchild C-82APP-CEF" "3/3(0)" 1958 1958-01-16 3 3 0
"2145" "20 Jan 1958" "Near La Paz, BoliviaTAM (Bolivia)" "Douglas DC-3TAM-04" "11/11(0)" 1958 1958-01-20 11 11 0
"3109" "01 Feb 1958" "Rio de Janeiro, BrazilLoide Aéreo Nacional" "Douglas DC-4PP-LEM" "5/73(0)" 1958 1958-02-01 5 73 0
"4104" "01 Feb 1958" "Norwalk, CaliforniaMilitary - U.S.  Air Force / Military - U.S. Navy" "Douglas C-118A / Lockheed P2V-5F53-3277A/127723" "41/41(1)" 1958 1958-02-01 41 41 1
"5101" "06 Feb 1958" "Munich, GermanyBritish European Airways" "Airspeed Ambassador AS-57G-ALZU" "23/44(0)" 1958 1958-02-06 23 44 0
"679" "15 Feb 1958" "Mount Vesuvius, ItalyMilitary - US Air Force" "Douglas VC-47A42-93817" "16/16(0)" 1958 1958-02-15 16 16 0
"750" "19 Feb 1958" "Cairo, EgyptKLM Royal Dutch Airlines" "Douglas DC-6BPH-DFK" "1/21(0)" 1958 1958-02-19 1 21 0
"840" "19 Feb 1958" "Raiatea, French PolynesiaRéseau Aérien Interinsulaire" "Consolidated PBY-5A  CatalinaF-AOVV" "15/15(0)" 1958 1958-02-19 15 15 0
"937" "20 Feb 1958" "Off Corvo Island, AzoresMilitary - U.S. Navy" "Lockheed WV-2BU-141310" "22/22(0)" 1958 1958-02-20 22 22 0
"1037" "27 Feb 1958" "Horwich, Lancs, EnglandSilver City Airways" "Bristol 170 Freighter 21G-AICS" "35/42(0)" 1958 1958-02-27 35 42 0
"1151" "07 Mar 1958" "Menzalah Lake, EgyptMisrair" "Vickers 628 Viking 1BSU-AGN" "8/26(0)" 1958 1958-03-07 8 26 0
"1238" "07 Mar 1958" "Off Ryukyu Islands, OkinawaMilitary - U.S. Marine Corps/Military - U.S. Marine Corps" "Fairchild R4Q / Dougas AD-6 skyraider129741/135350" "26/26(0)" 1958 1958-03-07 26 26 0
"1336" "22 Mar 1958" "Grants, New MexicoPrivate" "Lockheed 18 LodestarN300E" "4/4(0)" 1958 1958-03-22 4 4 0
"1434" "24 Mar 1958" "Near Kathmandu, NepalIndian Airlines" "Douglas DC-3VT-CYN" "20/20(0)" 1958 1958-03-24 20 20 0
"1532" "25 Mar 1958" "Miami, FloridaBraniff Airlines" "Douglas DC-7-CN5904" "9/24(0)" 1958 1958-03-25 9 24 0
"1632" "27 Mar 1958" "Bridgeport, TexasMilitary - U.S. Air Force/Military - U.S. Air Force" "Douglas C-124C / Fairchild C-119C52-981A/49-195A" "18/18(0)" 1958 1958-03-27 18 18 0
"1732" "02 Apr 1958" "Quito, EcuadorTransportes Aereos Orientales" "Junkers JU-52/3mHC-SND" "3/14(0)" 1958 1958-04-02 3 14 0
"1832" "06 Apr 1958" "Freeland, MichiganCapital Airlines" "Vickers Viscount 745DN7437" "47/47(0)" 1958 1958-04-06 47 47 0
"1932" "07 Apr 1958" "Mt. Illiniza, EcuadorAREA" "Douglas DC-3HC-ACL" "32/32(0)" 1958 1958-04-07 32 32 0
"2032" "14 Apr 1958" "Off Castell de Fels, SpainAviaco" "de Havilland DH-114 Heron 2DEC-ANJ" "16/16(0)" 1958 1958-04-14 16 16 0
"2146" "21 Apr 1958" "Near Sloan, 10 miles SW of Las Vegas, NevadaUnited Air Lines / Military - U.S. Air Force" "Douglas DC-7 / F-100FN6328C/56-3755" "49/49(0)" 1958 1958-04-21 49 49 0
"2234" "15 May 1958" "New Delhi, IndiaPakistan International Airlines" "Convair CV-240-7AP-AEH" "21/38(2)" 1958 1958-05-15 21 38 2
"2332" "16 May 1958" "Chatenoy, FranceBritish European Airways" "Douglas C-47AG-AGHP" "3/3(0)" 1958 1958-05-16 3 3 0
"2431" "18 May 1958" "Near Casablanca, MoroccoSabena" "Douglas DC-7COO-SFA" "65/69(0)" 1958 1958-05-18 65 69 0
"2531" "20 May 1958" "Brunswick, MarylandCapital Airlines / Military - Air National Guard" "Vickers Viscount 745D / T-33AN7410/53-5966" "12/13(0)" 1958 1958-05-20 12 13 0
"2630" "25 May 1958" "Gurgaon, IndiaDan-Air Services" "Avro 685 York C-1G-AMUV" "4/5(0)" 1958 1958-05-25 4 5 0
"2730" "31 May 1958" "SW of Algiers, AlgeriaAir France" "Douglas DC-3F-BHKV" "15/15(0)" 1958 1958-05-31 15 15 0
"2828" "31 May 1958" "Rio de Janeiro, BrazilParaense Transportes Aéreos" "Curtiss C-46DPP-BTB" "4/4(0)" 1958 1958-05-31 4 4 0
"2926" "02 Jun 1958" "Near Guadalajara, MexicoAeronaves de Mexico" "Lockheed 749A ConstellationXA-MEV" "45/45(0)" 1958 1958-06-02 45 45 0
"3026" "02 Jun 1958" "Manila, PhilippinesPan American World Airways" "Boeing 377 Stratocruiser 10-26N1023V" "1/57(0)" 1958 1958-06-02 1 57 0
"3133" "04 Jun 1958" "Martinsburg, West VirginiaCapital Airlines" "Douglas DC-3N49553" "1/3(0)" 1958 1958-06-04 1 3 0
"3229" "09 Jun 1958" "Magadan Oblast, RussiaAeroflot" "Ilyushin IL-12CCCP-L1364" "24/24(0)" 1958 1958-06-09 24 24 0
"3326" "10 Jun 1958" "Ilha Grande Rio de JaneiroAerolenas Argentinas" "Douglas DC-6LV-ADV" "0/22(0)" 1958 1958-06-10 0 22 0
"3426" "16 Jun 1958" "Curitiba, BrazilCruzeiro" "Convair CV-440-59PP-CEP" "21/26(0)" 1958 1958-06-16 21 26 0
"3524" "25 Jun 1958" "Mohanbari, IndiaIndian Airlines" "Douglas C-47AVT-COJ" "5/7(0)" 1958 1958-06-25 5 7 0
"3623" "27 Jun 1958" "Near Chicopee Falls, MassachusettsMilitary - U.S. Air Force" "Boeing KC-135A56-3599A" "15/15(0)" 1958 1958-06-27 15 15 0
"3721" "09 Jul 1958" "Dhaka, BaangladeshIndian Airlines" "Douglas C-47AVT-CYM" "3/3(0)" 1958 1958-07-09 3 3 0
"3821" "09 Aug 1958" "Benghazi, LibyaCentral African Airways" "Vickers Viscount 748DVP-YNE" "36/54(0)" 1958 1958-08-09 36 54 0
"3920" "11 Aug 1958" "Near Belem, Brazil	Loide Aéreo Nacional" "Douglas DC-4PP-LEQ" "10/11(0)" 1958 1958-08-11 10 11 0
"4019" "12 Aug 1958" "Sakiya Saugye, JapanAll Nippon Airways" "Douglas DC-3JA5045" "33/33(0)" 1958 1958-08-12 33 33 0
"4128" "14 Aug 1958" "North Atlantic Ocean, 100 miles W of Galway Bay, IrelandKLM Royal Dutch Airlines" "Lockheed 1049H Super ConstellationPH-LKM" "99/99(0)" 1958 1958-08-14 99 99 0
"4226" "15 Aug 1958" "Near Chita, RussiaAeroflot" "Tupolev TU-104-ACCCP-L5442" "64/64(0)" 1958 1958-08-15 64 64 0
"4323" "15 Aug 1958" "Nantucket, MassachusettsNortheast Airlines" "Convair CV-240-2N90670" "25/34(0)" 1958 1958-08-15 25 34 0
"4420" "02 Sep 1958" "Off GuamMilitary - U.S. Air Force" "Douglas C-124C Globemaster52-1081A" "19/19(0)" 1958 1958-09-02 19 19 0
"4519" "02 Sep 1958" "London, EnglandIndependent Air Travel" "Vickers 621 Viking 1G-AIJE" "3/3(4)" 1958 1958-09-02 3 3 4
"4617" "02 Sep 1958" "Sasnashen, RussiaMilitary - U.S. Air Force" "Lockheed C-130A-II Hercules56-0528" "17/17(0)" 1958 1958-09-02 17 17 0
"4717" "05 Sep 1958" "Campina Grande, BrazilLoide Aereo Nacional" "Curtiss C-46A-CUPP-LDX" "14/18(0)" 1958 1958-09-05 14 18 0
"4817" "07 Sep 1958" "Kazakh, RussiaAeroflot" "AeroflotCCCP-L1692" "27/27(0)" 1958 1958-09-07 27 27 0
"4917" "08 Sep 1958" "Near Fairchild AFB, WashingtonMilitary - U.S. Air Force / U.S. Air Force" "Boeing B-52 / Boeing B-5256-661 / 56-681" "13/16(0)" 1958 1958-09-08 13 16 0
"5017" "09 Sep 1958" "Mount Oyama, JapanFlying Tiger Line" "Lockheed L-1049H Super ConstellationN6920C" "8/8(0)" 1958 1958-09-09 8 8 0
"5125" "19 Sep 1958" "Near Lazo, RussiaAeroflot" "Ilyushin IL-12CCCP-L3904" "28/28(0)" 1958 1958-09-19 28 28 0
"5222" "19 Sep 1958" "Triel, FranceMilitary - U.S. Air Force" "Lockheed C-130A Hercules56-0526" "15/15(0)" 1958 1958-09-19 15 15 0
"5319" "29 Sep 1958" "Over the Mediterranean SeaMiddle East Airlines" "Avro 685 York IOD-ADB" "5/5(0)" 1958 1958-09-29 5 5 0
"5416" "09 Oct 1958" "Payette, IdahoMilitary - U.S. Air Force" "Fairchild C-123 Provider55-4521A" "19/19(0)" 1958 1958-10-09 19 19 0
"5515" "14 Oct 1958" "Mt. Alto del Cedro, VenezuelaLinea Aeropostal Venezolana" "Lockheed 1049E Super ConstellationYV-C-ANC" "23/23(0)" 1958 1958-10-14 23 23 0
"5615" "15 Oct 1958" "Villa Montes, BoliviaMilitary - TAM (Bolivia)" "Douglas C-47ATAM-03" "20/20(0)" 1958 1958-10-15 20 20 0
"5713" "17 Oct 1958" "Near Kanash, RussiaAeroflot" "Tupolev TU-104ACCCP-42362" "80/80(0)" 1958 1958-10-17 80 80 0
"5812" "18 Oct 1958" "NAS Argentia, Placentia Bay,  Newfoundland,  CanadaMilitary - U.S. Navy" "Lockheed WV-2 Super Constellation141294" "11/29(0)" 1958 1958-10-18 11 29 0
"5912" "22 Oct 1958" "Anzio, ItalyBritish European Airways" "Vickers Viscount 701CG-ANHC" "31/31(0)" 1958 1958-10-22 31 31 0
"6011" "01 Nov 1958" "Nipe Bay, CubaCubana de Aviacion" "Vickers Viscount 755DCU-T603" "17/20(0)" 1958 1958-11-01 17 20 0
"6121" "03 Nov 1958" "Near Roccatamburo di Poggiodomo, ItalyYemen Airlines" "Douglas C-47-DLYE-AAB" "8/8(0)" 1958 1958-11-03 8 8 0
"6218" "08 Nov 1958" "La Paz, BoliviaTAM (Bolivia)" "Douglas DC-3TAM-05" "3/3(0)" 1958 1958-11-08 3 3 0
"6314" "09 Nov 1958" "North Atlantic OceanARTOP Aerotopografica LDA" "Martin MarinerCS-THB" "36/36(0)" 1958 1958-11-09 36 36 0
"6412" "16 Nov 1958" "Fort Collins, ColoradoCapitol Airways" "Curtiss C-46FN1301N" "2/2(0)" 1958 1958-11-16 2 2 0
"6511" "04 Dec 1958" "Guadarrama Mountains, SpainAviaco" "SNCASE LanguedocEC-ANR" "21/21(0)" 1958 1958-12-04 21 21 0
"6611" "23 Dec 1958" "Tashkent, UzbekstanAeroflot" "Ilyushin IL-14CCCP-61663" "21/21(0)" 1958 1958-12-23 21 21 0
"6710" "24 Dec 1958" "Winkton, EnglandBOAC" "Bristol 175 Britannia 312G-AOVD" "9/12(0)" 1958 1958-12-24 9 12 0
"688" "26 Dec 1958" "Salisbury, Zimbabwe (Harare, Zimbabwe)Union Aeromaritime de Transport" "Douglas DC-6BF-BGTZ" "3/70(0)" 1958 1958-12-26 3 70 0
"698" "30 Dec 1958" "Rio de Janeiro, BrazilVASP" "Saab ScandiaPP-SQE" "21/37(0)" 1958 1958-12-30 21 37 0
"1152" "06 Jan 1959" "Mt. Pena Blanca, GuatemalaSahsa Airlines" "Douglas DC-3XH-SAA" "5/5(0)" 1959 1959-01-06 5 5 0
"2147" "08 Jan 1959" "Mt. Holston, TennesseeSoutheast Airlines" "Douglas DC-3N18941" "10/10(0)" 1959 1959-01-08 10 10 0
"3134" "11 Jan 1959" "Rio de Janerio, BrazilLufthansa" "Lockheed L 1049G Super ConstillationD-ALAK" "36/39(0)" 1959 1959-01-11 36 39 0
"4105" "14 Jan 1959" "Panther Peak, CaliforniaCalifornia Air Freight" "Curtiss C-46FN1240N" "2/2(0)" 1959 1959-01-14 2 2 0
"5102" "16 Jan 1959" "Off Mar del Plata, ArgentinaAustral Lineas Aeras (Argentina)" "Curtiss C-46A-50-CULV-GED" "51/52(0)" 1959 1959-01-16 51 52 0
"680" "18 Jan 1959" "Stalingrad, RussiaAeroflot" "Ilyushin IL-14PCCCP-41863" "25/25(0)" 1959 1959-01-18 25 25 0
"756" "21 Jan 1959" "Near Merida, VenezuelaLinea Expresa Bolivar" "Curtiss C-46D-15-CUYV-C-LBI" "4/4(0)" 1959 1959-01-21 4 4 0
"842" "22 Jan 1959" "Dabouk, JordanAir Jordan" "Convair CV-240-2JY-ACB" "10/15(0)" 1959 1959-01-22 10 15 0
"938" "27 Jan 1959" "Brindisi, ItalyAir Charter" "Avro 688G-AGRG" "2/6(0)" 1959 1959-01-27 2 6 0
"1038" "01 Feb 1959" "Kerrville, TexasGeneral Airways" "Douglas DC-3N17314" "3/28(0)" 1959 1959-02-01 3 28 0
"1153" "03 Feb 1959" "Mason City, IowaDwyer Flying Service - Private Charter" "Beechcraft Bonanza 35N3794N" "4/4(0)" 1959 1959-02-03 4 4 0
"1239" "03 Feb 1959" "La Guardia Airport, New York, NYAmerican Airlines" "Lockheed  188A ElectraN6101A" "65/73(0)" 1959 1959-02-03 65 73 0
"1337" "17 Feb 1959" "Gatwick, Surrey, EnglandTurkish Airlines (THY)" "Vickers Viscount 794DTC-SEV" "14/24(0)" 1959 1959-02-17 14 24 0
"1435" "18 Feb 1959" "Belen, ChileSouthern Cross Airways" "Curtiss C-46AN68823" "5/5(0)" 1959 1959-02-18 5 5 0
"1533" "05 Mar 1959" "Managua, NicaraguaTACA" "Vickers Viscount 763YS-09C" "15/19(0)" 1959 1959-03-05 15 19 0
"1633" "12 Mar 1959" "Tobu, IndiaIndian Airlines" "Douglas C-47AVT-CYH" "5/7(0)" 1959 1959-03-12 5 7 0
"1733" "13 Mar 1959" "Mahon, SpainAviaco" "Bristol 170 Freighter 21EEC-ADH" "1/18(0)" 1959 1959-03-13 1 18 0
"1833" "29 Mar 1959" "Near Bangui, Central African RepublicUnion Aeromaritime de Transport" "Nord 2501 NoratlasF-BGZB" "9/9(0)" 1959 1959-03-29 9 9 0
"1933" "29 Mar 1959" "Near Silchar, IndiaIndian Airlines" "Douglas DC-3VT-CGI" "24/24(0)" 1959 1959-03-29 24 24 0
"2033" "30 Mar 1959" "Alma, GeorgiaRiddle Airlines" "Curtiss C-46AN7840B" "2/2(0)" 1959 1959-03-30 2 2 0
"2148" "17 Apr 1959" "Puerto Kino, MexicoTigres Voladores" "Curtiss C-46F-1-CUXA-MIS" "26/26(0)" 1959 1959-04-17 26 26 0
"2235" "23 Apr 1959" "Van, TurkeyAir Charter" "Avro 688 Super TraderG-AGRH" "12/12(0)" 1959 1959-04-23 12 12 0
"2333" "29 Apr 1959" "Valdemeca, SpainIberia Airlines" "Douglas DC-3EC-ABC" "28/28(0)" 1959 1959-04-29 28 28 0
"2432" "02 May 1959" "Mallorca, SpainAustria-Flugdienst" "Douglas DC-3OE-FDA" "5/5(0)" 1959 1959-05-02 5 5 0
"2532" "12 May 1959" "Chase, MarylandCapital Airlines" "Vickers Viscount 745DN7463" "31/31(0)" 1959 1959-05-12 31 31 0
"2631" "12 May 1959" "Charleston, West VirginiaCapital Airlines" "Lockheed C-69 ConstellationN2735A" "2/44(0)" 1959 1959-05-12 2 44 0
"2731" "13 May 1959" "Near Toumavista, PeruTransportes Aereos Peruanos" "Curtiss C-46AOB-WBP-507" "12/12(0)" 1959 1959-05-13 12 12 0
"2829" "15 May 1959" "Off Mar del Plata, AregntinaAerolineas Argentinas" "Douglas DC-3LV-AFW" "10/10(0)" 1959 1959-05-15 10 10 0
"2927" "21 May 1959" "Moro, PeruLineas Aéreas Interpolar" "Curtiss C-46A-50-CUCC-CIA-497" "8/8(0)" 1959 1959-05-21 8 8 0
"3027" "01 Jun 1959" "NicaraguaAerolineas Nacionales" "Curtiss C-46TI-1020" "60/60(0)" 1959 1959-06-01 60 60 0
"3135" "05 Jun 1959" "Near Sheyma, AlaskaMilitiary - US Air Force" "Boeing RC-135E?" "19/19(0)" 1959 1959-06-05 19 19 0
"3230" "12 Jun 1959" "Sandy Lake, OntarioTranair" "Noorduyn NorsemanCF-BHX" "8/8(0)" 1959 1959-06-12 8 8 0
"3327" "23 Jun 1959" "Cerros Baco, PeruAVIANCA" "Douglas DC-4HK-135" "14/14(0)" 1959 1959-06-23 14 14 0
"3427" "26 Jun 1959" "Near Varese, Lombardia, 20 miles NW of Milan, ItalyTrans World Airlines" "Lockheed 1649A StarlinerN7313C" "68/68(0)" 1959 1959-06-26 68 68 0
"3525" "30 Jun 1959" "Ishikawa City, Ryukyu Island, OkinawaMilitary - U.S. Air Force" "North American F-100D-25NA55-3633A" "0/1(17)" 1959 1959-06-30 0 1 17
"3624" "15 Jul 1959" "Kuwait City, KuwaitPAS" "Avro 685 YorkEP-ADE" "32/32(?)" 1959 1959-07-15 NA NA NA
"3722" "03 Aug 1959" "Sagone, IndiaKalinga Airlines" "Douglas DC-3VT-DGP" "6/6(0)" 1959 1959-08-03 6 6 0
"3822" "14 Aug 1959" "Karachi, PakistanPakistan International Airlines" "Vickers 815 ViscountAP-AJE" "2/3(0)" 1959 1959-08-14 2 3 0
"3921" "15 Aug 1959" "Calverton, New YorkAmerican Airlines" "Boeing 707-123N7514A" "5/5(0)" 1959 1959-08-15 5 5 0
"4020" "19 Aug 1959" "Near Barcelona, SpainTransair" "Douglas DC-3G-AMZD" "32/32(0)" 1959 1959-08-19 32 32 0
"4129" "27 Aug 1959" "Near Asuncion, ParaguayAerolineas Argentinas" "de Havilland DH-106 Comet 4LV-AHP" "2/50(0)" 1959 1959-08-27 2 50 0
"4227" "02 Sep 1959" "Abilene, TexasAaxico Airlines" "Curtiss C-46AN5140B" "2/2(0)" 1959 1959-09-02 2 2 0
"4324" "08 Sep 1959" "Poza Rica, MexicoMexicana" "Douglas DC-3?" "1/16(0)" 1959 1959-09-08 1 16 0
"4421" "12 Sep 1959" "Near Tegucigalpa, HondurasPan American World Airways" "Douglas DC-4N88900" "3/3(0)" 1959 1959-09-12 3 3 0
"4520" "23 Sep 1959" "Sao Paulo, BrazilVASP" "Saab Scandia 90A-1PP-SQV" "20/20(0)" 1959 1959-09-23 20 20 0
"4618" "24 Sep 1959" "Great Sitkin Island, AlaskaReeve Aleutian Airlines" "Douglas C-54BN63396" "16/16(0)" 1959 1959-09-24 16 16 0
"4718" "24 Sep 1959" "Bordeaux, FranceT.A. Intercontinentaux (France)" "Douglas DC-7CF-BIAP" "54/65(0)" 1959 1959-09-24 54 65 0
"4818" "29 Sep 1959" "Buffalo, TexasBraniff Airlines" "Lockheed 188A ElectraN9705C" "34/34(0)" 1959 1959-09-29 34 34 0
"4918" "06 Oct 1959" "Paloemeu, SurinameKappel-Van Eyck Airways" "Aero Commander AC 520?" "2/2(0)" 1959 1959-10-06 2 2 0
"5018" "23 Oct 1959" "Near Moscow, RussiaAeroflot" "Ilyushin IL-14PCCCP-41806" "28/28(0)" 1959 1959-10-23 28 28 0
"5126" "26 Oct 1959" "Santa Maria, CaliforniaPacific Air Lines" "Douglas C-47A-DLN67589" "1/19(1)" 1959 1959-10-26 1 19 1
"5223" "30 Oct 1959" "Waynesborough, VirginiaPiedmont Airlines" "Douglas DC-3N55V" "26/27(0)" 1959 1959-10-30 26 27 0
"5320" "30 Oct 1959" "Athens, GreeceOlympic Airways" "Douglas DC-3SX-BAD" "18/18(0)" 1959 1959-10-30 18 18 0
"5417" "04 Nov 1959" "St. Cleophas, Quebec, CanadaWheeler Airlines" "Douglas C-54ACF-ILI" "5/5(0)" 1959 1959-11-04 5 5 0
"5516" "16 Nov 1959" "Lvov, Ukraine, USSRAeroflot" "Antonov AN-10CCCP-11167" "40/40(0)" 1959 1959-11-16 40 40 0
"5616" "16 Nov 1959" "Gulf of MexicoNational Airlines" "Douglas DC-7BN4891C" "42/42(0)" 1959 1959-11-16 42 42 0
"5714" "21 Nov 1959" "Beirut, LebanonAriana Afghan Airlines" "Douglas DC-4YA-BAG" "24/27(0)" 1959 1959-11-21 24 27 0
"5813" "24 Nov 1959" "Chicago, IllinoisTrans World Airlines" "Lockheed L-1049H Super ConstellationN102R" "3/3(8)" 1959 1959-11-24 3 3 8
"5913" "01 Dec 1959" "Willamsport, PennsylvaniaAllegheny Airlines" "Martin 202N174A" "25/26(0)" 1959 1959-12-01 25 26 0
"6012" "08 Dec 1959" "Off Cartagena, ColombiaSociedad Aeronautica Medellin" "Curtiss C-46AHK-515" "45/45(0)" 1959 1959-12-08 45 45 0
"6122" "13 Dec 1959" "Near Tashkent, Uzbekistan, USSRAeroflot" "Ilyushin IL-18CCCP-91577" "29/29(0)" 1959 1959-12-13 29 29 0
"6219" "17 Dec 1959" "Ketchikan, AlaskaCalifornia Aircraft" "Consolidated PBY-5A CatalinaN64T" "3/3(0)" 1959 1959-12-17 3 3 0
"6315" "21 Dec 1959" "Rome, ItalyAlitalia" "Vickers 785D ViscountI-LIZT" "2/2(0)" 1959 1959-12-21 2 2 0
"6413" "22 Dec 1959" "Rio de Janeiro, BrazilVASP" "Vickers Viscount 827 / Fokker T-21PP-SRG / 0742" "32/32(10)" 1959 1959-12-22 32 32 10
"6512" "24 Dec 1959" "Palembang, IndonesiaGaruda Indonesia Airlines" "Douglas C-47APK-GDV" "1/2(0)" 1959 1959-12-24 1 2 0
"6612" "31 Dec 1959" "Near San Jose de Chiquitos, BoliviaLloyd Aereo Boliviano" "Douglas DC-3CP-584" "11/11(0)" 1959 1959-12-31 11 11 0
"1154" "03 Jan 1960" "Taksing, IndiaIndian Airlines" "Douglas C-47AVT-CGG" "9/9(0)" 1960 1960-01-03 9 9 0
"2149" "06 Jan 1960" "Wilmington/Bolivia, North CarolinaNational Airlines" "Douglas DC-6BN8225H" "34/34(0)" 1960 1960-01-06 34 34 0
"3136" "10 Jan 1960" "Gulf of SirteMilitary - U.S. Army" "de Havilland Canada U-1A Otter55-2974" "10/10(0)" 1960 1960-01-10 10 10 0
"4106" "18 Jan 1960" "Charles City, VirginiaCapital Airlines" "Vickers Viscount 745DN7462" "50/50(0)" 1960 1960-01-18 50 50 0
"5103" "19 Jan 1960" "Ankara, TurkeyScandinavian Airlines (SAS)" "Sud Aviation Caravelle 1OY-KRB" "42/42(0)" 1960 1960-01-19 42 42 0
"689" "21 Jan 1960" "Montego Bay, JamaciaAVIANCA" "Lockheed 1049E Super ConstellationHK-177" "37/46(0)" 1960 1960-01-21 37 46 0
"757" "26 Jan 1960" "Off Bathurst Island, AustraliaTransportes Aéreos de Timor" "de Havilland DH-114 Heron 2DCR-TAI" "9/9(0)" 1960 1960-01-26 9 9 0
"843" "05 Feb 1960" "Cochabamba, BoliviaLloyd Aereo Boliviano" "Douglas DC-4CP-609" "59/59(0)" 1960 1960-02-05 59 59 0
